url,Reference,A,B
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,12.png,68.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,211.png,1.png,7.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,140.png,245.png,262.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,215.png,127.png,210.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,265.png,86.png,170.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,197.png,98.png,195.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,74.png,17.png,62.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,213.png,50.png,241.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,173.png,19.png,192.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,57.png,135.png,211.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,23.png,187.png,240.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,131.png,1.png,40.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,77.png,104.png,184.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,112.png,65.png,79.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,15.png,40.png,234.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,171.png,99.png,255.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,68.png,19.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,137.png,113.png,136.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,200.png,173.png,258.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,71.png,82.png,248.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,25.png,77.png,95.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,152.png,49.png,192.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,200.png,26.png,202.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,87.png,101.png,161.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,102.png,28.png,264.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,28.png,101.png,226.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,116.png,77.png,241.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,241.png,95.png,265.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,24.png,51.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,60.png,125.png,195.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,116.png,24.png,89.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,172.png,48.png,202.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,165.png,22.png,207.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,231.png,125.png,196.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,17.png,152.png,186.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,74.png,206.png,260.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,242.png,7.png,252.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,76.png,134.png,179.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,1.png,96.png,187.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,118.png,160.png,192.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,125.png,50.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,151.png,204.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,185.png,104.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,225.png,204.png,264.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,169.png,45.png,134.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,190.png,193.png,250.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,139.png,46.png,211.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,148.png,6.png,20.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,264.png,45.png,66.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,12.png,84.png,86.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,110.png,86.png,260.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,116.png,145.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,136.png,11.png,165.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,107.png,69.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,30.png,73.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,58.png,128.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,239.png,53.png,192.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,158.png,95.png,134.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,51.png,55.png,256.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,25.png,75.png,102.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,2.png,22.png,163.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,45.png,10.png,179.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,217.png,71.png,93.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,232.png,54.png,171.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,120.png,122.png,137.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,93.png,74.png,201.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,202.png,19.png,232.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,163.png,57.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,237.png,68.png,146.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,7.png,94.png,118.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,190.png,184.png,218.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,41.png,63.png,231.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,102.png,18.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,230.png,222.png,257.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,117.png,163.png,251.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,126.png,90.png,121.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,105.png,138.png,201.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,104.png,16.png,242.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,9.png,118.png,157.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,73.png,107.png,149.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,65.png,3.png,237.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,160.png,9.png,77.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,158.png,198.png,214.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,124.png,23.png,43.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,120.png,34.png,190.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,57.png,238.png,254.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,226.png,70.png,104.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,99.png,112.png,264.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,261.png,2.png,165.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,119.png,54.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,23.png,136.png,201.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,25.png,8.png,90.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,108.png,106.png,114.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,183.png,103.png,191.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,218.png,166.png,209.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,73.png,16.png,122.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,8.png,70.png,76.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,63.png,131.png,200.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,65.png,28.png,69.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,23.png,30.png,55.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,16.png,140.png,166.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,77.png,51.png,86.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,101.png,29.png,195.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,55.png,15.png,195.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,45.png,77.png,113.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,161.png,82.png,150.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,260.png,75.png,220.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,263.png,51.png,118.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,136.png,1.png,125.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,111.png,42.png,53.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,12.png,5.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,191.png,20.png,141.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,249.png,79.png,133.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,63.png,62.png,73.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,216.png,58.png,148.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,66.png,29.png,30.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,10.png,76.png,98.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,195.png,211.png,237.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,87.png,29.png,145.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,210.png,155.png,174.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,37.png,163.png,239.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,204.png,98.png,101.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,211.png,2.png,190.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,150.png,142.png,240.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,145.png,56.png,192.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,10.png,42.png,191.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,20.png,64.png,76.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,172.png,2.png,75.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,152.png,254.png,262.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,96.png,175.png,197.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,191.png,40.png,176.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,110.png,39.png,56.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,200.png,4.png,66.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,95.png,53.png,156.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,156.png,40.png,56.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,102.png,97.png,209.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,28.png,72.png,208.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,102.png,17.png,199.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,190.png,122.png,231.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,114.png,15.png,36.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,35.png,45.png,102.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,138.png,177.png,222.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,80.png,16.png,167.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,148.png,30.png,127.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,120.png,58.png,205.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,225.png,148.png,152.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,197.png,76.png,157.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,70.png,58.png,189.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,138.png,60.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,35.png,41.png,58.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,194.png,166.png,246.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,22.png,31.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,242.png,75.png,199.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,68.png,74.png,230.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,257.png,97.png,252.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,225.png,20.png,85.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,10.png,109.png,229.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,167.png,122.png,171.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,23.png,130.png,156.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,47.png,180.png,219.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,215.png,94.png,180.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,58.png,83.png,121.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,124.png,217.png,250.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,238.png,98.png,209.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,266.png,114.png,204.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,139.png,17.png,179.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,227.png,108.png,153.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,118.png,100.png,242.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,44.png,148.png,170.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,175.png,245.png,246.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,182.png,170.png,243.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,64.png,151.png,220.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,42.png,102.png,115.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,118.png,22.png,104.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,70.png,110.png,160.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,225.png,206.png,227.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,50.png,129.png,183.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,88.png,58.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,77.png,17.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,14.png,122.png,223.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,224.png,186.png,267.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,151.png,24.png,50.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,153.png,160.png,179.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,47.png,72.png,250.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,103.png,55.png,125.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,136.png,14.png,64.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,160.png,162.png,229.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,241.png,149.png,240.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,110.png,53.png,99.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,91.png,77.png,145.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,47.png,161.png,168.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,46.png,54.png,62.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,151.png,219.png,221.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,257.png,217.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,227.png,24.png,173.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,136.png,187.png,250.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,180.png,136.png,152.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,146.png,38.png,237.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,78.png,113.png,252.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,139.png,194.png,249.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,6.png,47.png,77.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,34.png,128.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,205.png,132.png,216.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,145.png,91.png,159.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,196.png,70.png,170.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,123.png,86.png,173.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,7.png,75.png,138.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,246.png,33.png,164.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,97.png,70.png,85.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,63.png,99.png,203.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,14.png,218.png,221.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,31.png,166.png,214.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,232.png,30.png,161.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,127.png,211.png,233.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,109.png,51.png,267.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,9.png,79.png,144.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,74.png,58.png,195.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,254.png,115.png,130.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,52.png,7.png,164.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,118.png,169.png,220.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,68.png,118.png,146.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,241.png,27.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,206.png,89.png,114.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,7.png,28.png,63.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,58.png,121.png,165.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,186.png,91.png,198.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,266.png,113.png,149.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,41.png,152.png,244.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,179.png,188.png,189.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,41.png,105.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,55.png,115.png,141.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,56.png,47.png,139.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,14.png,87.png,111.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,115.png,12.png,75.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,129.png,124.png,177.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/TaskA/,105.png,129.png,264.png
