"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ref_video_url","Input.a_video_url","Input.b_video_url","Input.ref_start","Input.ref_end","Input.a_start","Input.a_end","Input.b_start","Input.b_end","Answer.choice","Approve","Reject"
"34OWYT6U3VGB01YATQMGGI7KBUUI91","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:42 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:42 PDT 2018","","","34V1S5K3GS0XT112HSIT8ZCVBH7695","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:56:13 PDT 2018","Fri Jul 27 15:56:17 PDT 2018","Mon Jul 30 15:56:17 PDT 2018","","","","4","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","14","14.0001","48","48.0001","213","213.0001","optionA"
"36FQTHX3Z2QFYRVO67TP3I0LGC0B34","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:43 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:43 PDT 2018","","","3M81GAB8A0I9RCZJULAN5AOCZIMBQH","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:04:19 PDT 2018","Fri Jul 27 16:04:25 PDT 2018","Mon Jul 30 16:04:25 PDT 2018","","","","6","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","170","170.0001","47","47.0001","98","98.0001","optionA"
"3X2LT8FDHVHTNRZ5DFKHHDLH6ZA8W9","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:46 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:46 PDT 2018","","","3TR2532VIPTMZDEB3496XTQY7MJJ6D","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:03:55 PDT 2018","Fri Jul 27 16:03:58 PDT 2018","Mon Jul 30 16:03:58 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","165","165.0001","3","3.0001","23","23.0001","optionB"
"3RSBJ6YZEBPUXX0QU7ZDABPHQ1OFOL","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:46 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:46 PDT 2018","","","3IAEQB9FMEJ7Q6TPKQ0ZSPUYQ4FDWU","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:02:35 PDT 2018","Fri Jul 27 16:02:40 PDT 2018","Mon Jul 30 16:02:40 PDT 2018","","","","5","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","121","121.0001","133","133.0001","173","173.0001","optionA"
"3L55D8AUF9WZOZKI9SIA4W2G7YVCYI","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:47 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:47 PDT 2018","","","37FMASSAYCQWAEB0HD5EW8XQ885BIE","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:58:39 PDT 2018","Fri Jul 27 15:58:44 PDT 2018","Mon Jul 30 15:58:44 PDT 2018","","","","5","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","64","64.0001","99","99.0001","102","102.0001","optionC"
"3PCPFX4U4ZPXI9D69KRHZGKH526FQT","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:55 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:55 PDT 2018","","","3KB8R4ZV1E6IEN55RP5BBWKATVDBGM","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:58:21 PDT 2018","Fri Jul 27 15:58:26 PDT 2018","Mon Jul 30 15:58:26 PDT 2018","","","","5","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","97","97.0001","96","96.0001","214","214.0001","optionC"
"3IKMEYR0LVUR6C3Z8KSDJBEJXS9K2M","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:52 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:52 PDT 2018","","","33CUSNVVNNBKJA1G5F9DSHDBX6F884","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:53:32 PDT 2018","Fri Jul 27 15:53:35 PDT 2018","Mon Jul 30 15:53:35 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","199","199.0001","86","86.0001","174","174.0001","optionB"
"33Q5P9PUSOLZTPUN5EKTI3BIDSZCZ9","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:55 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:55 PDT 2018","","","3NS0A6KXC47EWL8LX3LEXERDKYZGZX","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:17:42 PDT 2018","Fri Jul 27 16:17:45 PDT 2018","Mon Jul 30 16:17:45 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","148","148.0001","166","166.0001","202","202.0001","optionA"
"3BO3NEOQMZGP5K8FLW0GCDI4HCCIAG","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:36:56 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:36:56 PDT 2018","","","3WT783CTPBG5XBP0P39SL5ZVV3LBCC","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:56:25 PDT 2018","Fri Jul 27 15:56:30 PDT 2018","Mon Jul 30 15:56:30 PDT 2018","","","","5","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","16","16.0001","96","96.0001","164","164.0001","optionB"
"33CLA8O0MHAXUAS6MZGH46UM1O8FRU","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:01 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:01 PDT 2018","","","3SUWZRL0MYCEOXSJP3YF0DD62ENE6N","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:09:09 PDT 2018","Fri Jul 27 16:09:19 PDT 2018","Mon Jul 30 16:09:19 PDT 2018","","","","10","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","217","217.0001","53","53.0001","187","187.0001","optionB"
"3Y3CZJSZ9JS5SDZHGN38IU39CUU5R1","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:01 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:01 PDT 2018","","","3E1QT0TDFP8D8GDTE1L4567P02K8IC","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:00:16 PDT 2018","Fri Jul 27 16:00:19 PDT 2018","Mon Jul 30 16:00:19 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","208","208.0001","211","211.0001","224","224.0001","optionB"
"3BCRDCM0OCTFODM0VM4G9OVVDXBK63","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:01 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:01 PDT 2018","","","33L7PJKHCGX3HUT48DK8JD9YBJ08TT","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:07:04 PDT 2018","Fri Jul 27 16:07:07 PDT 2018","Mon Jul 30 16:07:07 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","62","62.0001","192","192.0001","216","216.0001","optionA"
"32PT7WK7DLE8DOT8K3KVY8OLJXCD3D","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:08 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:08 PDT 2018","","","3WQ3B2KGE8FLA8F296K849G4R6UB1M","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:52:42 PDT 2018","Fri Jul 27 15:53:12 PDT 2018","Mon Jul 30 15:53:12 PDT 2018","","","","30","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","181","181.0001","174","174.0001","226","226.0001","optionB"
"3TD33TP5DK1FICU9FM8ZQQERMMSBA0","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:11 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:11 PDT 2018","","","3F6KKYWMNB0H3CKBSP9CW6H7XSBDN3","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:55:21 PDT 2018","Fri Jul 27 15:55:24 PDT 2018","Mon Jul 30 15:55:24 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","166","166.0001","203","203.0001","257","257.0001","optionB"
"3UUIU9GZC44I8SC9KC83I94R0FR5TE","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:10 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:10 PDT 2018","","","3SKEMFQBZ344EB3HE46GIMM2S698KN","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:02:19 PDT 2018","Fri Jul 27 16:02:34 PDT 2018","Mon Jul 30 16:02:34 PDT 2018","","","","15","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","133","133.0001","51","51.0001","107","107.0001","optionA"
"309D674SHYK3BRR7Z04QWL4FMPDBC2","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:28 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:28 PDT 2018","","","3YOH7BII0962PNZUMXHQA06A34AKV4","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:17:33 PDT 2018","Fri Jul 27 16:17:36 PDT 2018","Mon Jul 30 16:17:36 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","187","187.0001","6","6.0001","11","11.0001","optionB"
"3UEBBGULPENPA2KNQTBM9HH68NCFUY","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:25 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:25 PDT 2018","","","3OF2M9AATGNJY744NU6TV6J6RFGKZ4","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:19:47 PDT 2018","Fri Jul 27 16:20:45 PDT 2018","Mon Jul 30 16:20:45 PDT 2018","","","","58","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","218","218.0001","8","8.0001","228","228.0001","optionC"
"3WGZLY9VCGLUELZEWKFRPPWWZJ4D85","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:29 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:29 PDT 2018","","","3SNVL38CI4R6QETUVGMLK8ILIXUKC5","A1MKBZU9FK36B","Submitted","Fri Jul 27 16:00:38 PDT 2018","Fri Jul 27 16:00:42 PDT 2018","Mon Jul 30 16:00:42 PDT 2018","","","","4","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","159","159.0001","34","34.0001","113","113.0001","optionB"
"3INZSNUD8ZPUSQIO1CL5PLR7JPMD9U","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:29 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:29 PDT 2018","","","3LYA37P8IQMNG91OHGQQ9OC30CUBKP","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:59:53 PDT 2018","Fri Jul 27 15:59:57 PDT 2018","Mon Jul 30 15:59:57 PDT 2018","","","","4","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","180","180.0001","88","88.0001","257","257.0001","optionB"
"3O2Y2UIUCPTB76FBWF7K3U886WEKF6","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:31 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:31 PDT 2018","","","351SEKWQS0GBLUZBGOUCJRS7S21DM3","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:54:39 PDT 2018","Fri Jul 27 15:54:42 PDT 2018","Mon Jul 30 15:54:42 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","205","205.0001","48","48.0001","189","189.0001","optionA"
"3ACRLU860MDI8PBLVRALM94I71QBEV","36NY760EF6AYOI4600Z6OYSCAIPB36","Choose the image most similar in color intensity to the reference image","Choose the image most similar in color intensity to the reference image","color, comparison, triplet","$0.01","Fri Jul 27 15:37:33 PDT 2018","1","BatchId:201861;OriginalHitTemplateId:920937242;","300","259200","Fri Aug 03 15:37:33 PDT 2018","","","3PXX5PX6LXXH4WS25PD1FA97V00BAA","A1MKBZU9FK36B","Submitted","Fri Jul 27 15:56:18 PDT 2018","Fri Jul 27 15:56:21 PDT 2018","Mon Jul 30 15:56:21 PDT 2018","","","","3","100% (426/426)","0% (0/0)","0% (0/0)","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","http://bacchus.usc.edu:3749/TaskA.mp4","147","147.0001","5","5.0001","237","237.0001","optionB"
