url,Reference,A,B
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,17.png,50.png,67.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,27.png,36.png,253.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,186.png,122.png,184.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,81.png,24.png,77.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,120.png,14.png,94.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,219.png,15.png,257.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,152.png,34.png,67.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,73.png,26.png,114.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,18.png,131.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,231.png,27.png,65.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,220.png,61.png,180.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,103.png,162.png,256.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,239.png,112.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,20.png,166.png,173.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,122.png,120.png,143.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,229.png,126.png,214.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,143.png,127.png,188.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,173.png,58.png,194.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,227.png,148.png,197.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,252.png,112.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,67.png,30.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,79.png,8.png,95.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,214.png,1.png,58.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,212.png,42.png,80.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,186.png,121.png,143.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,170.png,145.png,148.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,146.png,128.png,193.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,221.png,139.png,267.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,2.png,158.png,239.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,126.png,163.png,166.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,106.png,19.png,159.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,137.png,130.png,241.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,27.png,4.png,36.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,53.png,120.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,77.png,26.png,33.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,45.png,40.png,67.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,32.png,40.png,214.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,13.png,44.png,227.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,191.png,106.png,163.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,219.png,97.png,109.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,5.png,72.png,230.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,196.png,90.png,157.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,18.png,65.png,131.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,36.png,212.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,193.png,100.png,106.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,237.png,7.png,130.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,32.png,71.png,171.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,223.png,95.png,131.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,177.png,11.png,92.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,207.png,21.png,156.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,216.png,18.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,89.png,7.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,66.png,114.png,191.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,172.png,184.png,250.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,23.png,16.png,34.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,63.png,194.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,163.png,85.png,207.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,190.png,73.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,183.png,15.png,139.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,102.png,131.png,188.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,45.png,105.png,172.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,58.png,112.png,131.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,255.png,148.png,235.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,65.png,58.png,187.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,193.png,49.png,80.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,152.png,217.png,226.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,260.png,154.png,250.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,73.png,179.png,240.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,11.png,111.png,195.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,242.png,198.png,208.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,199.png,80.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,168.png,97.png,238.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,236.png,217.png,233.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,8.png,76.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,69.png,74.png,223.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,3.png,119.png,230.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,76.png,2.png,127.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,231.png,72.png,103.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,83.png,164.png,261.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,114.png,124.png,185.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,113.png,19.png,97.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,233.png,182.png,199.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,121.png,42.png,79.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,240.png,9.png,55.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,66.png,32.png,168.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,244.png,154.png,242.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,39.png,53.png,69.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,129.png,74.png,236.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,179.png,14.png,148.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,93.png,107.png,189.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,100.png,167.png,253.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,256.png,34.png,63.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,76.png,20.png,205.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,48.png,87.png,133.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,12.png,71.png,79.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,255.png,101.png,108.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,180.png,42.png,205.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,187.png,112.png,167.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,249.png,46.png,254.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,203.png,68.png,212.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,78.png,155.png,246.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,149.png,68.png,95.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,20.png,73.png,170.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,55.png,71.png,210.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,181.png,110.png,242.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,66.png,7.png,77.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,105.png,80.png,127.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,102.png,179.png,264.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,229.png,38.png,113.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,69.png,103.png,162.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,161.png,56.png,88.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,45.png,160.png,197.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,188.png,40.png,191.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,151.png,72.png,234.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,140.png,36.png,69.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,46.png,132.png,228.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,246.png,156.png,206.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,193.png,124.png,209.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,155.png,49.png,134.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,122.png,46.png,142.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,41.png,19.png,203.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,89.png,16.png,39.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,157.png,146.png,181.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,230.png,13.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,72.png,181.png,199.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,225.png,83.png,243.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,111.png,119.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,37.png,21.png,267.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,126.png,122.png,139.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,69.png,54.png,245.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,223.png,141.png,240.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,190.png,63.png,222.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,11.png,187.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,249.png,221.png,239.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,57.png,44.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,94.png,4.png,186.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,197.png,2.png,43.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,44.png,220.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,176.png,136.png,229.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,84.png,82.png,150.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,127.png,49.png,103.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,101.png,61.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,96.png,134.png,186.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,120.png,7.png,102.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,15.png,45.png,62.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,46.png,169.png,199.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,30.png,79.png,94.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,254.png,51.png,187.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,185.png,5.png,197.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,131.png,182.png,238.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,196.png,58.png,259.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,263.png,83.png,179.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,173.png,187.png,214.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,179.png,61.png,202.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,187.png,45.png,193.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,160.png,46.png,100.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,129.png,169.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,139.png,202.png,217.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,16.png,146.png,183.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,57.png,108.png,238.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,77.png,8.png,41.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,19.png,131.png,188.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,217.png,133.png,243.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,230.png,48.png,66.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,154.png,147.png,162.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,263.png,120.png,194.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,112.png,139.png,201.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,141.png,98.png,122.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,41.png,151.png,261.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,212.png,111.png,214.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,28.png,42.png,104.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,173.png,37.png,168.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,156.png,75.png,118.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,138.png,43.png,105.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,212.png,217.png,252.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,167.png,101.png,113.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,26.png,76.png,255.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,76.png,123.png,211.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,14.png,81.png,176.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,162.png,95.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,228.png,187.png,234.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,105.png,58.png,117.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,37.png,30.png,94.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,39.png,48.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,41.png,127.png,171.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,245.png,76.png,208.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,36.png,127.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,193.png,84.png,92.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,243.png,10.png,211.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,213.png,71.png,185.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,149.png,43.png,94.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,199.png,137.png,183.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,51.png,220.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,234.png,66.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,191.png,120.png,166.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,13.png,66.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,256.png,34.png,176.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,250.png,52.png,57.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,87.png,25.png,54.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,192.png,139.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,226.png,112.png,227.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,239.png,105.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,182.png,139.png,245.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,110.png,184.png,261.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,224.png,96.png,212.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,53.png,112.png,146.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,147.png,42.png,97.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,19.png,97.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,149.png,12.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,256.png,84.png,239.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,66.png,40.png,44.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,15.png,45.png,194.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,124.png,177.png,180.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,255.png,44.png,263.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,52.png,38.png,54.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,19.png,16.png,260.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,29.png,93.png,147.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,78.png,175.png,267.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,102.png,209.png,261.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,29.png,32.png,224.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,59.png,66.png,193.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,239.png,146.png,200.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,62.png,103.png,220.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,163.png,215.png,247.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,115.png,119.png,144.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,235.png,84.png,219.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,128.png,28.png,115.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,84.png,119.png,187.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,220.png,107.png,139.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,255.png,26.png,254.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,263.png,6.png,37.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,193.png,165.png,235.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,22.png,119.png,144.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,205.png,28.png,97.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,170.png,106.png,136.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,121.png,22.png,81.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,158.png,70.png,135.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,101.png,79.png,243.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,191.png,56.png,76.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,97.png,69.png,134.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,173.png,64.png,256.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,196.png,121.png,262.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,198.png,78.png,212.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,205.png,19.png,235.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,162.png,145.png,146.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,251.png,257.png,266.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,191.png,2.png,162.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,229.png,43.png,253.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,256.png,96.png,104.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,99.png,158.png,217.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,169.png,91.png,120.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,75.png,35.png,118.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,206.png,61.png,148.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,182.png,170.png,213.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,83.png,126.png,159.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,148.png,121.png,151.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/,195.png,31.png,40.png
