"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.Reference","Input.A","Input.B","Answer.choice","Approve","Reject"
"3S1L4CQSFXJOAVVO181EYV5R9GBAF4","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:04 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:04 PDT 2018","","","3QXNC7EIPJ9MUS4NWM9VND3OTR990O","A177EXELDLWTWV","Submitted","Thu Aug 02 12:08:32 PDT 2018","Thu Aug 02 12:08:35 PDT 2018","Mon Aug 06 12:08:35 PDT 2018","","","","3","100% (123/123)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","103.png","55.png","125.png","optionA",,
"3XUY87HIVPSVI6WUKYVW2CK00YCMM7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:52 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:52 PDT 2018","","","3634BBTX0P862XCG3YYT3DPVIJKFIG","A3KCUB6P3IE8NL","Submitted","Thu Aug 02 12:07:08 PDT 2018","Thu Aug 02 12:07:23 PDT 2018","Mon Aug 06 12:07:23 PDT 2018","","","","15","100% (34/34)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","212.png","73.png","114.png","optionA",,
"39XCQ6V3KYIVLWQW5J7TWECSO3865S","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:21 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:21 PDT 2018","","","3HPZF4IVNN7LPL7BGEUVHVYGBPQYCU","AOO39X8E3OJYY","Submitted","Thu Aug 02 12:07:45 PDT 2018","Thu Aug 02 12:09:07 PDT 2018","Mon Aug 06 12:09:07 PDT 2018","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","49.png","196.png","250.png","optionA",,
"3VIVIU06FKQ9MN63ZJX4AJDJJPSMIR","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:50 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:50 PDT 2018","","","3L6L49WXW1BKSTKCCXJGN0OZO76549","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:07:51 PDT 2018","Thu Aug 02 12:09:00 PDT 2018","Mon Aug 06 12:09:00 PDT 2018","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","14.png","30.png","183.png","optionB",,
"3H4IKZHALBW7I62U80PWS6Y0AEWNN8","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:07 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:07 PDT 2018","","","3C44YUNSI231LZLOPNTNOANMSKZPDR","ATHS9GUME1XCA","Submitted","Thu Aug 02 12:07:02 PDT 2018","Thu Aug 02 12:07:10 PDT 2018","Mon Aug 06 12:07:10 PDT 2018","","","","8","100% (131/131)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","136.png","14.png","64.png","optionA",,
"32W3UF2EZOZ25UVX151MDMYOKTNC4K","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:52 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:52 PDT 2018","","","3QAPZX2QN5RBU8JOBDUGDQVANLZ02N","A1BSOOHNHX51RI","Submitted","Thu Aug 02 12:07:14 PDT 2018","Thu Aug 02 12:07:19 PDT 2018","Mon Aug 06 12:07:19 PDT 2018","","","","5","100% (121/121)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","212.png","165.png","228.png","optionB",,
"38F60IALAGV2SNF74Q9AQT8FR380TC","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:21 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:21 PDT 2018","","","3ZGVPD4G6UV2GSJRYMR4KC7M55VTZ0","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:09:36 PDT 2018","Thu Aug 02 12:10:58 PDT 2018","Mon Aug 06 12:10:58 PDT 2018","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","9.png","94.png","142.png","optionB",,
"3D4BBDG7ZHAHNYCT1RW33H6I6TRC3Z","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:52 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:52 PDT 2018","","","35BLDD71I7BHTKNG3HRJLUV72QAVZH","A194R45ACMQEOR","Submitted","Thu Aug 02 12:08:09 PDT 2018","Thu Aug 02 12:09:16 PDT 2018","Mon Aug 06 12:09:16 PDT 2018","","","","67","100% (9/9)","100% (9/9)","100% (9/9)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","65.png","112.png","173.png","optionB",,
"35XW21VSVGSEAJRE4JQ3E84HSI4SLN","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:08 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:08 PDT 2018","","","345LHZDEDY6GVCRNDKM5L7O99O3U3V","AM0JKZVOEOTMA","Submitted","Thu Aug 02 12:09:55 PDT 2018","Thu Aug 02 12:10:05 PDT 2018","Mon Aug 06 12:10:05 PDT 2018","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","58.png","84.png","125.png","optionA",,
"38Z7YZ2SB3G0724VRC4LRSXOTQPIQA","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:04 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:04 PDT 2018","","","3C8HJ7UOP88Y3XT7PPQSYYCUBXYZM4","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:06:54 PDT 2018","Thu Aug 02 12:07:17 PDT 2018","Mon Aug 06 12:07:17 PDT 2018","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","160.png","162.png","229.png","optionB",,
"3UZUVSO3P79X6I4H307DP4FRRWLEMA","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:50 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:50 PDT 2018","","","32M8BPYGAU0CGX8BEI4BLYP7JYKIGI","A2NJ7N8INZOB00","Submitted","Thu Aug 02 12:07:34 PDT 2018","Thu Aug 02 12:08:10 PDT 2018","Mon Aug 06 12:08:10 PDT 2018","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","218.png","80.png","179.png","optionA",,
"3MZ3TAMYTL10J3JV4RTLWI7TPCRIRB","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:04 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:04 PDT 2018","","","37Q970SNZFM46WL41BDMIDROQ741SU","A177EXELDLWTWV","Submitted","Thu Aug 02 12:08:29 PDT 2018","Thu Aug 02 12:08:32 PDT 2018","Mon Aug 06 12:08:32 PDT 2018","","","","3","100% (123/123)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","241.png","149.png","240.png","optionB",,
"374UMBUHN53MMFANG62ULUAG0S4TCX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:21 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:21 PDT 2018","","","3ZWFC4W1UVLJVWFZTLS2H5QM5F4RFX","A2R0YYUAWNT7UD","Submitted","Thu Aug 02 12:09:06 PDT 2018","Thu Aug 02 12:09:08 PDT 2018","Mon Aug 06 12:09:08 PDT 2018","","","","2","95% (138/145)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","98.png","6.png","235.png","optionA",,
"3SCKNODZ0XUIFLA7ST87W9CAAZR7NH","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:52 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:52 PDT 2018","","","3TDXMTX3CC8AJ4J525VP97CIPKI6I5","AOO39X8E3OJYY","Submitted","Thu Aug 02 12:08:45 PDT 2018","Thu Aug 02 12:10:09 PDT 2018","Mon Aug 06 12:10:09 PDT 2018","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","19.png","16.png","253.png","optionA",,
"3E22YV8GG1K7LRE7OF2OWV3VATXNP4","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:08 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:08 PDT 2018","","","3X1FV8S5JY5H23SBDP3U0NF1R0HGVE","A26T17CDTYJI1W","Submitted","Thu Aug 02 12:08:55 PDT 2018","Thu Aug 02 12:08:58 PDT 2018","Mon Aug 06 12:08:58 PDT 2018","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","53.png","125.png","155.png","optionA",,
"3SMIWMMK61JA0QVHX2S52K3LBMTUWY","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:05 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:05 PDT 2018","","","30OG32W0SVP6AKNB53RFQ30CSH0ENE","A12B5MV7IHN855","Submitted","Thu Aug 02 12:09:02 PDT 2018","Thu Aug 02 12:09:05 PDT 2018","Mon Aug 06 12:09:05 PDT 2018","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","110.png","53.png","99.png","optionA",,
"335VBRURDJEIZYLNER38KI97RXE9E6","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:50 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:50 PDT 2018","","","3RANCT1ZVGVLY7V0SD1B3QMLXGFUBL","A2541C8MY0BYV3","Submitted","Thu Aug 02 12:06:48 PDT 2018","Thu Aug 02 12:06:50 PDT 2018","Mon Aug 06 12:06:50 PDT 2018","","","","2","100% (83/83)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","247.png","152.png","187.png","optionA",,
"3UOMW19E6DKK1DZXFAKWIE42KPIC5P","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:52 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:52 PDT 2018","","","3R2PKQ87NXMC874XPL26Y394FKXMIV","A27PBC5O3Z5ZED","Submitted","Thu Aug 02 12:09:06 PDT 2018","Thu Aug 02 12:09:09 PDT 2018","Mon Aug 06 12:09:09 PDT 2018","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","256.png","75.png","145.png","optionB",,
"3HUR21WDDU366ZKCH8LG7ON5GCAXYS","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:21 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:21 PDT 2018","","","3EO896NRAX9CGDENG0OIWIJWM7HTJE","A194R45ACMQEOR","Submitted","Thu Aug 02 12:08:07 PDT 2018","Thu Aug 02 12:09:02 PDT 2018","Mon Aug 06 12:09:02 PDT 2018","","","","55","100% (9/9)","100% (9/9)","100% (9/9)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","172.png","59.png","252.png","optionA",,
"37ZQELHEQ0C10OHUWZAWFR905OMMN7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:52 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:52 PDT 2018","","","3QY7M81QH80KTZNYLILTS1RRCZRK7T","A109CH3492UU42","Submitted","Thu Aug 02 12:09:47 PDT 2018","Thu Aug 02 12:10:46 PDT 2018","Mon Aug 06 12:10:46 PDT 2018","","","","59","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","22.png","156.png","219.png","optionA",,
"3YOAVL4CA0VFDN67TJLUOKZ9TB94ZB","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:50 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:50 PDT 2018","","","3Z4XG4ZF495UDDROU6SOWVVOJSBX8H","AOO39X8E3OJYY","Submitted","Thu Aug 02 12:06:49 PDT 2018","Thu Aug 02 12:07:59 PDT 2018","Mon Aug 06 12:07:59 PDT 2018","","","","70","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","2.png","59.png","251.png","optionA",,
"3GV1I4SEO939NLTHX6N0D38PAT7L6U","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:04 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:04 PDT 2018","","","323Q6SJS8JU6621WXGG831OGI65FHN","A109CH3492UU42","Submitted","Thu Aug 02 12:06:51 PDT 2018","Thu Aug 02 12:07:46 PDT 2018","Mon Aug 06 12:07:46 PDT 2018","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","91.png","77.png","145.png","optionB",,
"3O4VWC1GEWK4VCIZBJDPQLJDWD0J3K","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:08 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:08 PDT 2018","","","3B837J3LDPASZ1KLZ5S1O491U5XRSF","A2541C8MY0BYV3","Submitted","Thu Aug 02 12:06:52 PDT 2018","Thu Aug 02 12:06:55 PDT 2018","Mon Aug 06 12:06:55 PDT 2018","","","","3","100% (83/83)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","43.png","63.png","74.png","optionB",,
"3L21G7IH47AYGYZJAF09CFJ4BXVY11","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:21 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:21 PDT 2018","","","3018Q3ZVOJ4OZ5YRI56A34FV8ZRAR3","A2ZBYVQLDUZOV7","Submitted","Thu Aug 02 12:08:12 PDT 2018","Thu Aug 02 12:08:14 PDT 2018","Mon Aug 06 12:08:14 PDT 2018","","","","2","100% (50/50)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","160.png","5.png","154.png","optionA",,
