"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.Reference","Input.A","Input.B","Answer.choice","Approve","Reject"
"3IZPORCT1FN0N88BY9B0W66EPYCHRF","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:08 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:08 PDT 2018","","","37TRT2X24R5CKRK6GEXXWODAFXNJBD","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:42:15 PDT 2018","Mon Jul 30 17:43:25 PDT 2018","Fri Aug 03 17:43:25 PDT 2018","","","","70","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","19.png","86.png","140.png","optionA",,
"3HA5ODM5KA6H6O38INS91H2JJF6VS7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:27 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:27 PDT 2018","","","3FTOP5WARG2B04HWIY08C7HROTR0J9","A122E99M2DQY1G","Submitted","Mon Jul 30 17:53:37 PDT 2018","Mon Jul 30 17:53:49 PDT 2018","Fri Aug 03 17:53:49 PDT 2018","","","","12","100% (1/1)","100% (1/1)","100% (1/1)","http://catamaran2.usc.edu:9999/TaskB/","117.png","11.png","27.png","optionB",,
"3VCK0Q0PO5S4XAAN7UNYHU2N2KLN0V","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:08 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:08 PDT 2018","","","3VNL7UK1XGXWBBSRXAXXHKR4SX7TFB","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 18:03:22 PDT 2018","Mon Jul 30 18:04:34 PDT 2018","Fri Aug 03 18:04:34 PDT 2018","","","","72","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","156.png","49.png","123.png","optionB",,
"3OCZWXS7ZOLD4HT3SNDVLXUPEXX5LX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:28 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:28 PDT 2018","","","3TEM0PF1Q6BYXIH482EX99MEJ9TD07","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:35:51 PDT 2018","Mon Jul 30 17:37:54 PDT 2018","Fri Aug 03 17:37:54 PDT 2018","","","","123","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","30.png","32.png","65.png","optionA",,
"3E24UO25QZ4HT6WEAY3S5KCJ5XD6OV","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:41 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:41 PDT 2018","","","3Z2R0DQ0JISALYYIJKTVYFXEGJG2EB","A2OZ5SOGNN9QOA","Submitted","Mon Jul 30 18:02:48 PDT 2018","Mon Jul 30 18:04:38 PDT 2018","Fri Aug 03 18:04:38 PDT 2018","","","","110","100% (10/10)","100% (10/10)","100% (10/10)","http://catamaran2.usc.edu:9999/TaskB/","1.png","63.png","103.png","optionB",,
"3MQY1YVHS3Y9SBO4JRM39NV8ITS2B6","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:08 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:08 PDT 2018","","","39DD6S19JQP0R91U8R29LQ7L1SCZED","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:35:01 PDT 2018","Mon Jul 30 17:37:13 PDT 2018","Fri Aug 03 17:37:13 PDT 2018","","","","132","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","59.png","97.png","163.png","optionB",,
"3OYHVNTV5TCOSLH3C2XTF3H16SWKOD","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:28 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:28 PDT 2018","","","3LWJHTCVCD0JJV0ZG632CFGH8Q7FQI","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:35:47 PDT 2018","Mon Jul 30 17:37:50 PDT 2018","Fri Aug 03 17:37:50 PDT 2018","","","","123","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","137.png","46.png","82.png","optionB",,
"3P888QFVX38A3OFYP7HQBPTA5YPQOC","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:41 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:41 PDT 2018","","","3OS46CRSLGDF5A351CU8OW2CWJJV6P","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:49:45 PDT 2018","Mon Jul 30 17:51:00 PDT 2018","Fri Aug 03 17:51:00 PDT 2018","","","","75","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","62.png","83.png","123.png","optionA",,
"372AGES0I4JX9Y8Q3DTMZSU8DOVRXI","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:08 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:08 PDT 2018","","","374TNBHA8C9PJMHULWVQ10NXE1YQYR","A2TC1ZFCTOCDA5","Submitted","Mon Jul 30 17:57:29 PDT 2018","Mon Jul 30 17:59:16 PDT 2018","Fri Aug 03 17:59:16 PDT 2018","","","","107","100% (1/1)","100% (1/1)","100% (1/1)","http://catamaran2.usc.edu:9999/TaskB/","166.png","33.png","70.png","optionA",,
"3PA41K45VNIII6MK88LZ0YH5ADT7PC","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:28 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:28 PDT 2018","","","3B837J3LDPASZ1KLZ5S1O491T22SRE","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:34:17 PDT 2018","Mon Jul 30 17:35:49 PDT 2018","Fri Aug 03 17:35:49 PDT 2018","","","","92","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","130.png","140.png","146.png","optionB",,
"3IVKZBIBJ0NCON8ODYB5MGBAB0VHS3","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:08 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:08 PDT 2018","","","3JJVG1YBECB4DS5LRCT3VEU5XWS5BD","A1K8QNLYYYX21W","Submitted","Mon Jul 30 17:37:11 PDT 2018","Mon Jul 30 17:37:24 PDT 2018","Fri Aug 03 17:37:24 PDT 2018","","","","13","100% (25/25)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","44.png","70.png","109.png","optionB",,
"30ZKOOGW2WKXKG1GU9MT9T1X85T1AT","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:30 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:30 PDT 2018","","","3VBEN272MLD1ABB7JUYPP0VURTSSGJ","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:50:45 PDT 2018","Mon Jul 30 17:51:33 PDT 2018","Fri Aug 03 17:51:33 PDT 2018","","","","48","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","52.png","36.png","114.png","optionA",,
"3D4BBDG7ZHAHNYCT1RW33H6I6SS3CP","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:28 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:28 PDT 2018","","","3ZQIG0FLQFUDZPIBSU7CMQ1PKLCWVR","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:45:58 PDT 2018","Mon Jul 30 17:47:47 PDT 2018","Fri Aug 03 17:47:47 PDT 2018","","","","109","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","172.png","101.png","126.png","optionA",,
"3VLL1PIENQ2JHGGPC3032I5EA19ZOE","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:08 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:08 PDT 2018","","","3C2NJ6JBKBVEF4BVCJWEO2RNUBEN2I","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:33:25 PDT 2018","Mon Jul 30 17:35:16 PDT 2018","Fri Aug 03 17:35:16 PDT 2018","","","","111","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","13.png","50.png","102.png","optionA",,
"3AFT28WXLFGXMQRFCZCH2N2OEO8OI7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:41 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:41 PDT 2018","","","36W0OB37HXSCBJSWYSAF6T4YT86ZHV","AX8EX2QI5HIQQ","Submitted","Mon Jul 30 18:01:58 PDT 2018","Mon Jul 30 18:02:12 PDT 2018","Fri Aug 03 18:02:12 PDT 2018","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","40.png","115.png","121.png","optionB",,
"3TX9T2ZCB9FRMPPR3PRDJCI0D38ZWQ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:11 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:11 PDT 2018","","","3L0KT67Y8FU1W2W7D0KVW02YWPHYSM","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:40:13 PDT 2018","Mon Jul 30 17:41:37 PDT 2018","Fri Aug 03 17:41:37 PDT 2018","","","","84","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","13.png","90.png","172.png","optionB",,
"3W9XHF7WGK945DMB8JJS9DNO50EKT0","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:30 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:30 PDT 2018","","","3JZQSN0I3ROS666LDAYQI1CF23ZFGO","A2OZ5SOGNN9QOA","Submitted","Mon Jul 30 18:02:13 PDT 2018","Mon Jul 30 18:03:36 PDT 2018","Fri Aug 03 18:03:36 PDT 2018","","","","83","100% (10/10)","100% (10/10)","100% (10/10)","http://catamaran2.usc.edu:9999/TaskB/","111.png","81.png","141.png","optionB",,
"3D42WVSDH89P6DTRHEFU1HNYC6EYF0","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:28 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:28 PDT 2018","","","3HFNH7HEMISPXVWURQ9KU0GT958QGT","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 18:04:53 PDT 2018","Mon Jul 30 18:05:46 PDT 2018","Fri Aug 03 18:05:46 PDT 2018","","","","53","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","48.png","125.png","170.png","optionA",,
"3QO7EE372O1QKUQPL2C455TBYZ6BQT","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:42 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:42 PDT 2018","","","3G5W44VEU8W3MSYZELPNYE4KAZGGKR","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:56:44 PDT 2018","Mon Jul 30 17:57:58 PDT 2018","Fri Aug 03 17:57:58 PDT 2018","","","","74","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","122.png","14.png","173.png","optionB",,
"3HEM8MA6H9QSOORZ47U50PY0F3KPQR","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:09 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:09 PDT 2018","","","3Z3ZLGNNSJ8O3JK6WB20B6RK5033QY","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:53:59 PDT 2018","Mon Jul 30 17:55:11 PDT 2018","Fri Aug 03 17:55:11 PDT 2018","","","","72","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","77.png","76.png","157.png","optionA",,
"3Q2T3FD0ONMUWKOKEGQH6DBU06W3M7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:30 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:30 PDT 2018","","","38SKSKU7R2BS2PMCP91RYQUFECCLIQ","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:41:33 PDT 2018","Mon Jul 30 17:42:39 PDT 2018","Fri Aug 03 17:42:39 PDT 2018","","","","66","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","102.png","1.png","96.png","optionA",,
"3UQ1LLR26AMAAN5KNJ4CT8AB6BYAL8","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:28 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:28 PDT 2018","","","32N49TQG3HWGSCF8RPBK414YS28VAE","A1K8QNLYYYX21W","Submitted","Mon Jul 30 17:35:06 PDT 2018","Mon Jul 30 17:35:22 PDT 2018","Fri Aug 03 17:35:22 PDT 2018","","","","16","100% (25/25)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","129.png","59.png","81.png","optionA",,
"34F34TZU7WDFAUMG7JZK7BELQY12JR","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:11 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:11 PDT 2018","","","3GGAI1SQEWCLV4IXXB6KN0B91CIMCR","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:44:27 PDT 2018","Mon Jul 30 17:45:50 PDT 2018","Fri Aug 03 17:45:50 PDT 2018","","","","83","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","143.png","26.png","75.png","optionB",,
"3NRZ1LDP7WK12GSQR3DIRIA4K65ZPV","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:09 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:09 PDT 2018","","","3NXNZ5RS1BB0C347HLU42SDB02K79K","A2MCG5W6LHSRG9","Submitted","Mon Jul 30 17:44:09 PDT 2018","Mon Jul 30 17:45:28 PDT 2018","Fri Aug 03 17:45:28 PDT 2018","","","","79","100% (383/383)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","61.png","1.png","134.png","optionB",,
"3RZS0FBRWKOOUNHGZPTAGK9JBOKCPA","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Mon Jul 30 17:32:30 PDT 2018","1","BatchId:3322804;OriginalHitTemplateId:920937336;","300","345600","Mon Aug 06 17:32:30 PDT 2018","","","3SB4CE2TJW98W1K3R4C2SM1J8DHAXX","A177EXELDLWTWV","Submitted","Mon Jul 30 17:37:29 PDT 2018","Mon Jul 30 17:38:08 PDT 2018","Fri Aug 03 17:38:08 PDT 2018","","","","39","100% (123/123)","0% (0/0)","0% (0/0)","http://catamaran2.usc.edu:9999/TaskB/","168.png","2.png","156.png","optionB",,
