url,Reference,A,B
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,150.png,73.png,145.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,147.png,99.png,129.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,98.png,122.png,162.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,68.png,43.png,101.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,50.png,44.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,44.png,77.png,80.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,166.png,151.png,155.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,55.png,137.png,159.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,172.png,55.png,66.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,21.png,26.png,166.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,80.png,15.png,112.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,29.png,38.png,43.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,113.png,19.png,163.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,176.png,8.png,93.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,115.png,12.png,121.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,166.png,22.png,82.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,133.png,170.png,178.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,108.png,18.png,146.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,52.png,63.png,122.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,110.png,20.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,102.png,35.png,116.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,129.png,109.png,110.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,134.png,48.png,92.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,51.png,23.png,74.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,83.png,84.png,124.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,53.png,6.png,71.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,7.png,11.png,176.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,75.png,61.png,119.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,99.png,33.png,88.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,142.png,141.png,144.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,80.png,25.png,48.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,108.png,69.png,143.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,155.png,45.png,143.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,134.png,169.png,178.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,143.png,157.png,159.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,17.png,7.png,48.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,3.png,39.png,57.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,168.png,118.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,7.png,53.png,98.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,106.png,39.png,72.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,178.png,48.png,134.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,136.png,96.png,125.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,42.png,7.png,16.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,154.png,89.png,172.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,144.png,65.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,103.png,16.png,175.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,126.png,22.png,74.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,59.png,71.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,51.png,80.png,170.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,99.png,94.png,102.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,104.png,49.png,109.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,62.png,114.png,152.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,96.png,127.png,136.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,170.png,41.png,159.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,134.png,9.png,165.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,69.png,1.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,113.png,2.png,13.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,53.png,89.png,98.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,146.png,35.png,40.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,55.png,142.png,151.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,75.png,6.png,164.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,80.png,41.png,58.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,21.png,56.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,46.png,68.png,92.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,160.png,90.png,148.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,114.png,121.png,147.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,41.png,82.png,86.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,64.png,47.png,60.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,28.png,87.png,112.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,157.png,36.png,178.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,18.png,39.png,97.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,79.png,127.png,164.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,80.png,51.png,168.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,175.png,8.png,163.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,166.png,55.png,69.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,161.png,65.png,111.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,138.png,47.png,110.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,125.png,6.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,121.png,33.png,147.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,130.png,26.png,123.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,162.png,43.png,163.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,157.png,45.png,103.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,125.png,8.png,36.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,170.png,24.png,174.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,158.png,92.png,153.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,71.png,131.png,178.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,74.png,8.png,128.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,126.png,74.png,96.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,119.png,95.png,117.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,128.png,129.png,131.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,1.png,18.png,55.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,147.png,166.png,170.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,112.png,10.png,80.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,157.png,18.png,56.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,106.png,2.png,38.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,177.png,39.png,88.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,56.png,63.png,161.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,160.png,79.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,165.png,122.png,135.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,128.png,14.png,17.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,174.png,157.png,169.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,63.png,121.png,163.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,103.png,13.png,133.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,137.png,64.png,67.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,112.png,36.png,39.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,59.png,122.png,167.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,21.png,85.png,140.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,133.png,69.png,95.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,38.png,105.png,136.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,118.png,33.png,75.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,128.png,59.png,171.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,141.png,22.png,29.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,1.png,53.png,176.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,110.png,14.png,146.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,137.png,2.png,115.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,150.png,108.png,154.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,57.png,59.png,82.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,52.png,56.png,101.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,3.png,119.png,157.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,150.png,3.png,116.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,60.png,10.png,16.png
https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/TaskB/,111.png,48.png,50.png
