"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.Reference","Input.A","Input.B","Answer.choice","Approve","Reject"
"3BFF0DJK8XQ2TWZJDSSU0ZEYMUZSTX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3NQL1CS15SMHOUDB7VP07NM5VUGVYV","A2MCG5W6LHSRG9","Submitted","Wed Aug 01 14:10:17 PDT 2018","Wed Aug 01 14:11:04 PDT 2018","Sun Aug 05 14:11:04 PDT 2018","","","","47","100% (383/383)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","107.png","57.png","171.png","optionB",,
"356ZPKYPUHV1XQILVHBZDB12ECAPY3","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3LKC68YZ3BHI959ERILYRY7HOTKOWO","AVSI2WKCIHWI9","Submitted","Wed Aug 01 14:14:02 PDT 2018","Wed Aug 01 14:14:09 PDT 2018","Sun Aug 05 14:14:09 PDT 2018","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","177.png","96.png","141.png","optionA",,
"32K26U12DN2B4ZKQLXXK6IGJIC5VDM","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:38 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:38 PDT 2018","","","3E7TUJ2EGD0GTC5H8YXQ2KN7MES9DM","A2ZV821LZHVOHD","Submitted","Wed Aug 01 14:11:49 PDT 2018","Wed Aug 01 14:12:04 PDT 2018","Sun Aug 05 14:12:04 PDT 2018","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","125.png","20.png","136.png","optionA",,
"3OEWW2KGQJPGEFBTKLB6BQMBMJ8ODD","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:55 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:55 PDT 2018","","","32VNZTT0A8I9XGIA94WJQ1TVFN4R4D","A9JHTV37LSE5F","Submitted","Wed Aug 01 14:11:36 PDT 2018","Wed Aug 01 14:11:39 PDT 2018","Sun Aug 05 14:11:39 PDT 2018","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","118.png","26.png","71.png","optionA",,
"3HFWPF5AK9XXUF1PYDM3IMA0SVNS3H","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:10:09 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:10:09 PDT 2018","","","31EUONYN2WH5UG9918G25WO3HKIVOL","AMC42JMQA8A5U","Submitted","Wed Aug 01 14:13:32 PDT 2018","Wed Aug 01 14:16:35 PDT 2018","Sun Aug 05 14:16:35 PDT 2018","","","","183","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","103.png","28.png","124.png","optionB",,
"3IV1AEQ4DRRQW9O5N08LH2ROCY2J8K","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:57 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:57 PDT 2018","","","3IHR8NYAM8FOL32VWCSUL6TGE5I4P0","AY45B0YHI4TUP","Submitted","Wed Aug 01 14:14:46 PDT 2018","Wed Aug 01 14:14:55 PDT 2018","Sun Aug 05 14:14:55 PDT 2018","","","","9","100% (4/4)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","50.png","12.png","108.png","optionB",,
"39WICJI5AT6UVRN3T5GBEF73FAN3ZX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3YT88D1N09C2SGMBJ6I3FKFB6VEK3S","A12B5MV7IHN855","Submitted","Wed Aug 01 14:11:02 PDT 2018","Wed Aug 01 14:11:10 PDT 2018","Sun Aug 05 14:11:10 PDT 2018","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","81.png","71.png","128.png","optionB",,
"3EQVJH0T40ZD3NL32YGVWL7WDJIHT1","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3LJ7UR74RIROIIQIGXF2HHOLEQGN4M","A3HAPMZV7CYDY8","Submitted","Wed Aug 01 14:13:03 PDT 2018","Wed Aug 01 14:14:09 PDT 2018","Sun Aug 05 14:14:09 PDT 2018","","","","66","100% (380/380)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","32.png","33.png","85.png","optionB",,
"3B9XR6P1WE99Y7MCQCSV84HPK4NJBJ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:57 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:57 PDT 2018","","","3Z2R0DQ0JISALYYIJKTVYFXEGKK2EH","AOO39X8E3OJYY","Submitted","Wed Aug 01 14:14:45 PDT 2018","Wed Aug 01 14:15:33 PDT 2018","Sun Aug 05 14:15:33 PDT 2018","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","2.png","3.png","124.png","optionA",,
"3RBI0I35XEHUQ1DYXJES08Y19GJ3Y6","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3EJJQNKU9SJ39S65OBG2KQ2ZKSRRH0","A2UF2FRGVW4T89","Submitted","Wed Aug 01 14:14:15 PDT 2018","Wed Aug 01 14:14:21 PDT 2018","Sun Aug 05 14:14:21 PDT 2018","","","","6","99% (132/133)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","95.png","76.png","137.png","optionA",,
"337F8MIIMZRIB20HPP82ILWNB3040R","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3R2UR8A0IBUXY5E41NHKTHLOXVPOXG","A2MCG5W6LHSRG9","Submitted","Wed Aug 01 14:10:32 PDT 2018","Wed Aug 01 14:11:25 PDT 2018","Sun Aug 05 14:11:25 PDT 2018","","","","53","100% (383/383)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","57.png","91.png","122.png","optionA",,
"3WYZV0QBFJRATRR17G7WZDP4V22BXZ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:10:09 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:10:09 PDT 2018","","","3EQHHY4HQT6049DW7YLHWPL2DAPG5C","AMC42JMQA8A5U","Submitted","Wed Aug 01 14:13:20 PDT 2018","Wed Aug 01 14:15:56 PDT 2018","Sun Aug 05 14:15:56 PDT 2018","","","","156","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","176.png","21.png","69.png","optionB",,
"3GKAWYFRAP7YZFNUZLOL0QR1WO5DPK","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:57 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:57 PDT 2018","","","3ZWFC4W1UVLJVWFZTLS2H5QM4DEFRQ","A2NJ7N8INZOB00","Submitted","Wed Aug 01 14:13:08 PDT 2018","Wed Aug 01 14:13:32 PDT 2018","Sun Aug 05 14:13:32 PDT 2018","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","174.png","104.png","129.png","optionA",,
"33BFF6QPI1PQ1WIYIIW4FBDLY8J3W7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3WZ36BJEV4U6YUGBS8B1YU0JD0JTBZ","AOO39X8E3OJYY","Submitted","Wed Aug 01 14:13:38 PDT 2018","Wed Aug 01 14:13:43 PDT 2018","Sun Aug 05 14:13:43 PDT 2018","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","119.png","53.png","75.png","optionA",,
"367O8HRHKGMICBKTYRRMSR266VJS42","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:10:09 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:10:09 PDT 2018","","","3MTMREQS4WWT71FDHZGGQ3NCZCGWAX","A35T6IAX6MHNHC","Submitted","Wed Aug 01 14:13:51 PDT 2018","Wed Aug 01 14:13:56 PDT 2018","Sun Aug 05 14:13:56 PDT 2018","","","","5","100% (6/6)","100% (5/5)","100% (5/5)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","38.png","162.png","165.png","optionA",,
"3N2YPY1GI6CGW5YQHS84C0Y4IO6VEF","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3RGU30DZTBM83IO373N6A4O4RXVMJB","A35DS4T8H1MWYD","Submitted","Wed Aug 01 14:10:59 PDT 2018","Wed Aug 01 14:11:03 PDT 2018","Sun Aug 05 14:11:03 PDT 2018","","","","4","100% (109/109)","100% (1/1)","100% (1/1)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","108.png","32.png","69.png","optionB",,
"3RBI0I35XEHUQ1DYXJES08Y19GIY30","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","36NEMU28XGRU92O2E26LZUICTT4WMG","A2ZV821LZHVOHD","Submitted","Wed Aug 01 14:11:43 PDT 2018","Wed Aug 01 14:11:49 PDT 2018","Sun Aug 05 14:11:49 PDT 2018","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","137.png","38.png","132.png","optionA",,
"3NZ1E5QA6ZF1R87R1AO17UYK23S5BJ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:55 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:55 PDT 2018","","","3IXEICO793X0SIZGWHUTNEERZZ86TR","A2MCG5W6LHSRG9","Submitted","Wed Aug 01 14:11:32 PDT 2018","Wed Aug 01 14:12:43 PDT 2018","Sun Aug 05 14:12:43 PDT 2018","","","","71","100% (383/383)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","122.png","43.png","170.png","optionB",,
"3GV1I4SEO939NLTHX6N0D38PASH6LN","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:10:09 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:10:09 PDT 2018","","","3XCC1ODXDMPGML58713WT4U0BFNQRV","A2MCG5W6LHSRG9","Submitted","Wed Aug 01 14:13:44 PDT 2018","Wed Aug 01 14:14:22 PDT 2018","Sun Aug 05 14:14:22 PDT 2018","","","","38","100% (383/383)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","113.png","9.png","153.png","optionA",,
"35YHTYFL1GH82JYMC3SAUIJ4UPLVFX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:39 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:39 PDT 2018","","","3U84XHCDIDRIZ741JLQWC4VUO4NZ4E","A1K8QNLYYYX21W","Submitted","Wed Aug 01 14:11:35 PDT 2018","Wed Aug 01 14:11:39 PDT 2018","Sun Aug 05 14:11:39 PDT 2018","","","","4","100% (25/25)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","15.png","49.png","119.png","optionA",,
"3FI30CQHVKXXAC756TY6Z0CKYY3B65","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:57 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:57 PDT 2018","","","3I02618YA1KN21WABIJCYARADI5PU7","A12B5MV7IHN855","Submitted","Wed Aug 01 14:13:17 PDT 2018","Wed Aug 01 14:13:21 PDT 2018","Sun Aug 05 14:13:21 PDT 2018","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","97.png","43.png","98.png","optionB",,
"38B7Q9C28GJEMJS889KA8UHUAY096T","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:10:09 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:10:09 PDT 2018","","","38BQUHLA9XEM4TF0NGFBI05QQR6MOV","A9JHTV37LSE5F","Submitted","Wed Aug 01 14:14:17 PDT 2018","Wed Aug 01 14:14:21 PDT 2018","Sun Aug 05 14:14:21 PDT 2018","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","166.png","95.png","99.png","optionB",,
"3OEWW2KGQJPGEFBTKLB6BQMBMJ9DO3","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:57 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:57 PDT 2018","","","3TE3O85731MZU23N5QDVXMWXV99R2I","A1NJ6Q940T7HEB","Submitted","Wed Aug 01 14:13:56 PDT 2018","Wed Aug 01 14:14:04 PDT 2018","Sun Aug 05 14:14:04 PDT 2018","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","79.png","18.png","136.png","optionA",,
"3OLZC0DJ8JTSCA0CDBYVXFWWAHDIVB","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Wed Aug 01 14:09:55 PDT 2018","1","BatchId:3325307;OriginalHitTemplateId:920937336;","300","345600","Wed Aug 08 14:09:55 PDT 2018","","","3WR9XG3T64PZFXYV0QYDLK2VEBB74V","A1J9IYN46FX00O","Submitted","Wed Aug 01 14:11:50 PDT 2018","Wed Aug 01 14:11:53 PDT 2018","Sun Aug 05 14:11:53 PDT 2018","","","","3","100% (160/160)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskB_frames/","74.png","8.png","97.png","optionA",,
